1458765935  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00154.png)
1458765935  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00155.png)
1458765935  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00156.png)
1458765935  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00157.png)
1458765935  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00158.png)
1458765935  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00159.png)
1458765935  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00160.png)
1458765935  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00161.png)
1458765935  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00162.png)
1458765935  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00163.png)
1458765935  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00164.png)
1458765935  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00165.png)
1458765935  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00166.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00167.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00168.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00169.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00170.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00171.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00172.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00173.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00174.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00175.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00176.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00177.png)
1458765936  verbose  [int poly::VideoDxtCreator::create(std::string, int, int):108] = Loaded 1280 x 720, channels: 4 (out/out_00178.png)
